,pdb,natoms,parKVFinder_01,parKVFinder_02,parKVFinder_04,parKVFinder_08,parKVFinder_12,parKVFinder_16,parKVFinder_20,parKVFinder_24,pyKVFinder_01,pyKVFinder_02,pyKVFinder_04,pyKVFinder_08,pyKVFinder_12,pyKVFinder_16,pyKVFinder_20,pyKVFinder_24,pyKVFinder-depth_01,pyKVFinder-depth_02,pyKVFinder-depth_04,pyKVFinder-depth_08,pyKVFinder-depth_12,pyKVFinder-depth_16,pyKVFinder-depth_20,pyKVFinder-depth_24,pyKVFinder-hydropathy_01,pyKVFinder-hydropathy_02,pyKVFinder-hydropathy_04,pyKVFinder-hydropathy_08,pyKVFinder-hydropathy_12,pyKVFinder-hydropathy_16,pyKVFinder-hydropathy_20,pyKVFinder-hydropathy_24
551,3FHV_A,1053,2.8466,1.7,1.0196,0.7773,0.6882,0.6455,0.6101,0.5963,2.5292,1.5857,1.0607,0.9223,0.8066,0.7447,0.7011,0.6684,2.5292,1.5857,1.0607,0.9223,0.8066,0.7447,0.7011,0.6684,2.5292,1.5857,1.0607,0.9223,0.8066,0.7447,0.7011,0.6684
552,3FKC_A,881,3.4782,2.0701,1.1711,0.8924,0.7835,0.7244,0.6815,0.6459,2.9709,1.8317,1.2295,1.0867,0.9586,0.9233,0.8523,0.8124,2.9709,1.8317,1.2295,1.0867,0.9586,0.9233,0.8523,0.8124,2.9709,1.8317,1.2295,1.0867,0.9586,0.9233,0.8523,0.8124
553,3FLO_B,1463,4.5556,2.7914,1.7086,1.3888,1.2227,1.155,1.1011,1.0713,3.7302,2.3435,1.5174,1.3293,1.1912,1.0907,1.0335,0.9787,3.7302,2.3435,1.5174,1.3293,1.1912,1.0907,1.0335,0.9787,3.7302,2.3435,1.5174,1.3293,1.1912,1.0907,1.0335,0.9787
554,3FNJ_C,915,2.9296,1.7286,0.9774,0.8001,0.7024,0.6473,0.602,0.579,2.6004,1.6161,1.0979,0.9749,0.8447,0.7927,0.7354,0.6997,2.6004,1.6161,1.0979,0.9749,0.8447,0.7927,0.7354,0.6997,2.6004,1.6161,1.0979,0.9749,0.8447,0.7927,0.7354,0.6997
555,3FPQ_A,2171,4.8674,3.0564,1.9057,1.6312,1.4875,1.412,1.3654,1.308,4.0524,2.5293,1.6526,1.4029,1.2455,1.1174,1.0394,0.9929,4.0524,2.5293,1.6526,1.4029,1.2455,1.1174,1.0394,0.9929,4.0524,2.5293,1.6526,1.4029,1.2455,1.1174,1.0394,0.9929
556,3FQM_A,1237,3.5468,2.1184,1.2305,0.9674,0.844,0.7958,0.7552,0.7183,3.0214,1.8982,1.3006,1.083,0.9269,0.845,0.7948,0.7436,3.0214,1.8982,1.3006,1.083,0.9269,0.845,0.7948,0.7436,3.0214,1.8982,1.3006,1.083,0.9269,0.845,0.7948,0.7436
557,3FR9_B,1647,3.856,2.3848,1.4877,1.1805,1.0512,0.9994,0.9531,0.92,3.2575,2.0209,1.329,1.1309,0.9834,0.8935,0.8356,0.7958,3.2575,2.0209,1.329,1.1309,0.9834,0.8935,0.8356,0.7958,3.2575,2.0209,1.329,1.1309,0.9834,0.8935,0.8356,0.7958
558,3FTT_A,1466,3.489,2.1202,1.2736,0.9663,0.8376,0.7905,0.7571,0.7271,3.104,1.9632,1.322,1.0592,0.943,0.8685,0.8161,0.7607,3.104,1.9632,1.322,1.0592,0.943,0.8685,0.8161,0.7607,3.104,1.9632,1.322,1.0592,0.943,0.8685,0.8161,0.7607
559,3FX3_B,1777,4.9189,3.0561,1.8323,1.5329,1.3864,1.3016,1.2569,1.1831,3.993,2.5053,1.5899,1.4213,1.2603,1.1091,1.0261,0.9725,3.993,2.5053,1.5899,1.4213,1.2603,1.1091,1.0261,0.9725,3.993,2.5053,1.5899,1.4213,1.2603,1.1091,1.0261,0.9725
560,3FXZ_A,2234,4.9721,3.1545,2.0054,1.73,1.564,1.4897,1.4479,1.4038,4.0351,2.5174,1.6864,1.4327,1.2653,1.1451,1.0276,0.9429,4.0351,2.5174,1.6864,1.4327,1.2653,1.1451,1.0276,0.9429,4.0351,2.5174,1.6864,1.4327,1.2653,1.1451,1.0276,0.9429
561,3FZE_A,1463,3.8824,2.4033,1.4835,1.2268,1.0822,1.0317,0.9944,0.9631,3.2054,2.0123,1.3651,1.1754,1.0152,0.9566,0.9038,0.8473,3.2054,2.0123,1.3651,1.1754,1.0152,0.9566,0.9038,0.8473,3.2054,2.0123,1.3651,1.1754,1.0152,0.9566,0.9038,0.8473
562,3G1N_A,3080,6.9894,4.5051,3.0853,2.3949,2.254,2.1794,2.1215,2.0379,5.3098,3.2712,2.1059,1.7575,1.5244,1.3958,1.3056,1.2294,5.3098,3.2712,2.1059,1.7575,1.5244,1.3958,1.3056,1.2294,5.3098,3.2712,2.1059,1.7575,1.5244,1.3958,1.3056,1.2294
563,3G3S_A,1948,4.5293,2.8096,1.6739,1.3459,1.2533,1.1812,1.1336,1.0804,3.7776,2.3631,1.56,1.3485,1.1971,1.0737,1.0142,0.9516,3.7776,2.3631,1.56,1.3485,1.1971,1.0737,1.0142,0.9516,3.7776,2.3631,1.56,1.3485,1.1971,1.0737,1.0142,0.9516
564,3G5I_D,2321,4.5878,2.8949,1.8212,1.5395,1.3893,1.3089,1.2456,1.2116,3.8423,2.3981,1.5698,1.3199,1.1749,1.0339,0.9518,0.907,3.8423,2.3981,1.5698,1.3199,1.1749,1.0339,0.9518,0.907,3.8423,2.3981,1.5698,1.3199,1.1749,1.0339,0.9518,0.907
565,3G5J_A,1045,3.0294,1.8221,1.0671,0.8616,0.7588,0.7045,0.6728,0.642,2.6766,1.6468,1.134,0.961,0.8443,0.7815,0.7299,0.6903,2.6766,1.6468,1.134,0.961,0.8443,0.7815,0.7299,0.6903,2.6766,1.6468,1.134,0.961,0.8443,0.7815,0.7299,0.6903
566,3G67_A,1685,11.0089,6.7654,3.9433,3.3344,2.8951,2.5819,2.363,2.2803,8.4446,5.3757,3.6157,2.8006,2.3967,2.72,2.5741,2.503,8.4446,5.3757,3.6157,2.8006,2.3967,2.72,2.5741,2.503,8.4446,5.3757,3.6157,2.8006,2.3967,2.72,2.5741,2.503
567,3GA5_B,2319,4.9897,3.1081,1.8366,1.5523,1.3834,1.3079,1.259,1.2236,4.0989,2.5649,1.6805,1.4001,1.2418,1.1766,1.1222,1.0773,4.0989,2.5649,1.6805,1.4001,1.2418,1.1766,1.1222,1.0773,4.0989,2.5649,1.6805,1.4001,1.2418,1.1766,1.1222,1.0773
568,3GI1_B,1958,4.2483,2.6305,1.5478,1.3136,1.1685,1.1022,1.0617,1.0244,3.6291,2.2539,1.4963,1.2736,1.09,0.9977,0.9159,0.856,3.6291,2.2539,1.4963,1.2736,1.09,0.9977,0.9159,0.856,3.6291,2.2539,1.4963,1.2736,1.09,0.9977,0.9159,0.856
569,3GKU_A,1630,7.3025,4.5281,2.6385,2.1346,1.8834,1.7323,1.6732,1.6025,5.8332,3.7751,2.4415,2.4551,2.1404,1.9528,1.8529,1.8533,5.8332,3.7751,2.4415,2.4551,2.1404,1.9528,1.8529,1.8533,5.8332,3.7751,2.4415,2.4551,2.1404,1.9528,1.8529,1.8533
570,3GOH_A,2278,5.555,3.5317,2.1248,1.7304,1.6288,1.5626,1.4922,1.4736,4.3989,2.8204,1.778,1.5514,1.3932,1.2144,1.1401,1.0824,4.3989,2.8204,1.778,1.5514,1.3932,1.2144,1.1401,1.0824,4.3989,2.8204,1.778,1.5514,1.3932,1.2144,1.1401,1.0824
571,3GQV_A,2696,6.0399,3.8095,2.3909,1.869,1.7572,1.6768,1.5954,1.5544,4.7827,2.9331,1.8475,1.5298,1.4104,1.2891,1.2374,1.1256,4.7827,2.9331,1.8475,1.5298,1.4104,1.2891,1.2374,1.1256,4.7827,2.9331,1.8475,1.5298,1.4104,1.2891,1.2374,1.1256
572,3GU3_A,2204,5.445,3.3347,2.0441,1.6514,1.5322,1.4554,1.3902,1.345,4.3895,2.714,1.743,1.5272,1.3715,1.2085,1.1245,1.0405,4.3895,2.714,1.743,1.5272,1.3715,1.2085,1.1245,1.0405,4.3895,2.714,1.743,1.5272,1.3715,1.2085,1.1245,1.0405
573,3GUU_A,3263,6.1594,4.146,2.7128,2.4425,2.2857,2.2187,2.1591,2.1172,4.6734,2.9392,1.9138,1.5921,1.4463,1.2591,1.1477,1.1021,4.6734,2.9392,1.9138,1.5921,1.4463,1.2591,1.1477,1.1021,4.6734,2.9392,1.9138,1.5921,1.4463,1.2591,1.1477,1.1021
574,3GW2_A,696,2.8,1.6375,0.9241,0.7269,0.6347,0.5797,0.5438,0.5049,2.4737,1.5644,1.0595,0.9339,0.8356,0.8032,0.7543,0.7246,2.4737,1.5644,1.0595,0.9339,0.8356,0.8032,0.7543,0.7246,2.4737,1.5644,1.0595,0.9339,0.8356,0.8032,0.7543,0.7246
575,3GYD_A,1380,3.6911,2.2417,1.3555,1.0527,0.9251,0.8665,0.8169,0.7942,3.1726,1.9938,1.3587,1.166,1.0356,0.911,0.8542,0.8174,3.1726,1.9938,1.3587,1.166,1.0356,0.911,0.8542,0.8174,3.1726,1.9938,1.3587,1.166,1.0356,0.911,0.8542,0.8174
576,3GYR_J,4560,9.5773,6.4233,4.7187,3.9517,3.7446,3.5465,3.4257,3.4098,6.7254,4.0774,2.6214,2.1941,1.9052,1.7339,1.6429,1.5598,6.7254,4.0774,2.6214,2.1941,1.9052,1.7339,1.6429,1.5598,6.7254,4.0774,2.6214,2.1941,1.9052,1.7339,1.6429,1.5598
577,3GZ8_C,1247,4.3088,2.5585,1.4562,1.1419,1.0284,0.9508,0.9061,0.8607,3.5509,2.2482,1.504,1.3536,1.1369,1.0507,0.9853,0.9443,3.5509,2.2482,1.504,1.3536,1.1369,1.0507,0.9853,0.9443,3.5509,2.2482,1.504,1.3536,1.1369,1.0507,0.9853,0.9443
578,3H0L_K,3308,9.103,5.7206,3.6742,2.9738,2.7,2.5409,2.4985,2.4545,6.8635,4.2451,2.9781,2.4908,2.5785,2.3345,2.3604,2.3441,6.8635,4.2451,2.9781,2.4908,2.5785,2.3345,2.3604,2.3441,6.8635,4.2451,2.9781,2.4908,2.5785,2.3345,2.3604,2.3441
579,3H36_A,631,1.9026,1.065,0.603,0.4422,0.3957,0.3729,0.3585,0.3436,1.8484,1.1465,0.8385,0.6896,0.6191,0.6206,0.5675,0.5352,1.8484,1.1465,0.8385,0.6896,0.6191,0.6206,0.5675,0.5352,1.8484,1.1465,0.8385,0.6896,0.6191,0.6206,0.5675,0.5352
580,3H76_B,2485,5.4234,3.4674,2.1638,1.7902,1.6862,1.6027,1.535,1.4865,4.3536,2.7341,1.8032,1.5081,1.3567,1.1865,1.099,1.0125,4.3536,2.7341,1.8032,1.5081,1.3567,1.1865,1.099,1.0125,4.3536,2.7341,1.8032,1.5081,1.3567,1.1865,1.099,1.0125
581,3H8U_A,915,2.6819,1.5695,0.9175,0.6991,0.6183,0.5787,0.5592,0.5307,2.4146,1.4955,1.0168,0.8783,0.7628,0.7215,0.6677,0.649,2.4146,1.4955,1.0168,0.8783,0.7628,0.7215,0.6677,0.649,2.4146,1.4955,1.0168,0.8783,0.7628,0.7215,0.6677,0.649
582,3H9P_A,1739,4.4309,2.7188,1.6258,1.3595,1.2246,1.15,1.1034,1.0608,3.6771,2.3222,1.5385,1.3292,1.178,1.0406,0.9669,0.9059,3.6771,2.3222,1.5385,1.3292,1.178,1.0406,0.9669,0.9059,3.6771,2.3222,1.5385,1.3292,1.178,1.0406,0.9669,0.9059
583,3HBC_A,2421,5.2434,3.3045,1.9821,1.7046,1.5242,1.4638,1.4007,1.3672,4.124,2.5697,1.6487,1.3676,1.2207,1.0661,1.0215,0.967,4.124,2.5697,1.6487,1.3676,1.2207,1.0661,1.0215,0.967,4.124,2.5697,1.6487,1.3676,1.2207,1.0661,1.0215,0.967
584,3HBL_D,8411,25.5594,17.4909,12.1303,10.8225,10.0857,9.5863,9.2722,8.9058,16.8275,10.7425,6.7792,5.6221,4.8044,4.2834,3.847,3.628,16.8275,10.7425,6.7792,5.6221,4.8044,4.2834,3.847,3.628,16.8275,10.7425,6.7792,5.6221,4.8044,4.2834,3.847,3.628
585,3HBM_A,2268,5.5762,3.479,2.2132,1.7081,1.6124,1.5159,1.445,1.3898,4.4704,2.8405,1.851,1.5577,1.4206,1.2595,1.1811,1.1079,4.4704,2.8405,1.851,1.5577,1.4206,1.2595,1.1811,1.1079,4.4704,2.8405,1.851,1.5577,1.4206,1.2595,1.1811,1.1079
586,3HFI_A,1106,3.0697,1.8386,1.1027,0.8027,0.7222,0.682,0.6526,0.6214,2.6763,1.6556,1.0858,0.9108,0.8344,0.7521,0.7293,0.7005,2.6763,1.6556,1.0858,0.9108,0.8344,0.7521,0.7293,0.7005,2.6763,1.6556,1.0858,0.9108,0.8344,0.7521,0.7293,0.7005
587,3HGQ_A,2425,5.7247,3.7303,2.524,1.9959,1.8949,1.8095,1.7467,1.7024,4.4951,2.7911,1.8314,1.5419,1.3966,1.2259,1.1239,1.0567,4.4951,2.7911,1.8314,1.5419,1.3966,1.2259,1.1239,1.0567,4.4951,2.7911,1.8314,1.5419,1.3966,1.2259,1.1239,1.0567
588,3HJ6_A,1966,4.4174,2.764,1.7082,1.4264,1.2796,1.2157,1.1746,1.1381,3.6374,2.2631,1.491,1.259,1.0801,0.9914,0.9045,0.8869,3.6374,2.2631,1.491,1.259,1.0801,0.9914,0.9045,0.8869,3.6374,2.2631,1.491,1.259,1.0801,0.9914,0.9045,0.8869
589,3HL0_A,2520,4.9948,3.2869,2.1324,1.8757,1.7245,1.6359,1.5876,1.5202,4.0712,2.582,1.662,1.4061,1.2572,1.1118,1.0413,0.9913,4.0712,2.582,1.662,1.4061,1.2572,1.1118,1.0413,0.9913,4.0712,2.582,1.662,1.4061,1.2572,1.1118,1.0413,0.9913
590,3HL6_A,1536,4.1685,2.5451,1.472,1.211,1.0585,1.0134,0.9619,0.9466,3.4452,2.1263,1.3627,1.1124,1.0197,0.9145,0.8834,0.823,3.4452,2.1263,1.3627,1.1124,1.0197,0.9145,0.8834,0.823,3.4452,2.1263,1.3627,1.1124,1.0197,0.9145,0.8834,0.823
591,3HM4_A,1098,2.7905,1.6799,1.0113,0.7881,0.689,0.6482,0.621,0.5936,2.528,1.5425,1.0747,0.8961,0.7895,0.7305,0.6979,0.6593,2.528,1.5425,1.0747,0.8961,0.7895,0.7305,0.6979,0.6593,2.528,1.5425,1.0747,0.8961,0.7895,0.7305,0.6979,0.6593
592,3HO7_A,1767,4.5193,2.8517,1.7351,1.4531,1.3218,1.2556,1.2014,1.1642,3.655,2.2654,1.4676,1.2866,1.1681,1.0279,0.9724,0.932,3.655,2.2654,1.4676,1.2866,1.1681,1.0279,0.9724,0.932,3.655,2.2654,1.4676,1.2866,1.1681,1.0279,0.9724,0.932
593,3HUG_O,569,1.6303,0.906,0.5381,0.4199,0.3532,0.3266,0.3042,0.2932,1.6963,1.0391,0.7392,0.6149,0.5488,0.5354,0.5016,0.4757,1.6963,1.0391,0.7392,0.6149,0.5488,0.5354,0.5016,0.4757,1.6963,1.0391,0.7392,0.6149,0.5488,0.5354,0.5016,0.4757
594,3HUP_A,993,2.8037,1.6591,0.9953,0.8007,0.7048,0.6568,0.6182,0.5844,2.5279,1.5613,1.0756,0.9099,0.8041,0.7375,0.6902,0.6606,2.5279,1.5613,1.0756,0.9099,0.8041,0.7375,0.6902,0.6606,2.5279,1.5613,1.0756,0.9099,0.8041,0.7375,0.6902,0.6606
595,3HX6_A,3700,8.0842,5.2333,3.5591,2.8773,2.6793,2.5667,2.5677,2.4578,5.9099,3.6675,2.4283,1.9989,1.7791,1.5606,1.4578,1.3774,5.9099,3.6675,2.4283,1.9989,1.7791,1.5606,1.4578,1.3774,5.9099,3.6675,2.4283,1.9989,1.7791,1.5606,1.4578,1.3774
596,3HX8_A,969,2.9487,1.7332,1.028,0.7695,0.663,0.6295,0.5984,0.5747,2.6098,1.6434,1.1046,0.9651,0.8464,0.7971,0.7333,0.7245,2.6098,1.6434,1.1046,0.9651,0.8464,0.7971,0.7333,0.7245,2.6098,1.6434,1.1046,0.9651,0.8464,0.7971,0.7333,0.7245
597,3HXA_E,792,1.933,1.0874,0.6553,0.4977,0.4269,0.4071,0.3811,0.3719,1.8671,1.1704,0.8255,0.6996,0.6146,0.608,0.5568,0.546,1.8671,1.1704,0.8255,0.6996,0.6146,0.608,0.5568,0.546,1.8671,1.1704,0.8255,0.6996,0.6146,0.608,0.5568,0.546
598,3HYB_A,871,3.92,2.3315,1.3281,1.0699,0.9407,0.8528,0.7794,0.7324,3.3772,2.1309,1.4575,1.285,1.1549,1.0235,0.9386,0.9047,3.3772,2.1309,1.4575,1.285,1.1549,1.0235,0.9386,0.9047,3.3772,2.1309,1.4575,1.285,1.1549,1.0235,0.9386,0.9047
599,3HZ4_A,961,2.4627,1.4172,0.7973,0.6594,0.5683,0.5301,0.5024,0.4844,2.3124,1.4203,0.9673,0.7783,0.7117,0.6755,0.6408,0.6087,2.3124,1.4203,0.9673,0.7783,0.7117,0.6755,0.6408,0.6087,2.3124,1.4203,0.9673,0.7783,0.7117,0.6755,0.6408,0.6087
600,3I04_P,5739,12.8895,8.624,6.2537,5.4542,4.9436,4.8014,4.6111,4.7332,8.7375,5.3935,3.4378,2.8383,2.46,2.2755,2.1353,2.0551,8.7375,5.3935,3.4378,2.8383,2.46,2.2755,2.1353,2.0551,8.7375,5.3935,3.4378,2.8383,2.46,2.2755,2.1353,2.0551
601,3I3F_A,1004,2.5359,1.493,0.9106,0.69,0.5756,0.545,0.5286,0.5074,2.412,1.5205,1.0466,0.8437,0.7506,0.6952,0.6505,0.6332,2.412,1.5205,1.0466,0.8437,0.7506,0.6952,0.6505,0.6332,2.412,1.5205,1.0466,0.8437,0.7506,0.6952,0.6505,0.6332
602,3I7K_A,8726,23.9938,17.0985,13.1178,11.8464,11.1887,10.8048,10.6382,10.45,14.6381,8.8675,5.6899,4.6233,4.0942,3.7705,3.4377,3.3383,14.6381,8.8675,5.6899,4.6233,4.0942,3.7705,3.4377,3.3383,14.6381,8.8675,5.6899,4.6233,4.0942,3.7705,3.4377,3.3383
603,3IAY_A,6986,18.7525,12.8289,8.985,7.6895,7.2623,6.9309,6.6468,6.5486,12.4828,7.5054,4.8425,4.1465,3.4709,3.2596,3.0292,2.9171,12.4828,7.5054,4.8425,4.1465,3.4709,3.2596,3.0292,2.9171,12.4828,7.5054,4.8425,4.1465,3.4709,3.2596,3.0292,2.9171
604,3IC9_A,3688,9.4837,5.9944,3.8384,3.0945,2.7723,2.6823,2.6067,2.5983,7.1478,4.3555,2.7474,2.2772,2.0112,1.8586,1.7441,1.6708,7.1478,4.3555,2.7474,2.2772,2.0112,1.8586,1.7441,1.6708,7.1478,4.3555,2.7474,2.2772,2.0112,1.8586,1.7441,1.6708
605,3ICY_A,928,3.484,2.0762,1.2,0.8823,0.7795,0.7221,0.7013,0.6594,2.992,1.8152,1.2401,1.0314,0.922,0.8658,0.807,0.7666,2.992,1.8152,1.2401,1.0314,0.922,0.8658,0.807,0.7666,2.992,1.8152,1.2401,1.0314,0.922,0.8658,0.807,0.7666
606,3IE4_A,808,2.0889,1.1736,0.6981,0.5268,0.4702,0.4327,0.4167,0.394,2.0222,1.2645,0.9044,0.7273,0.6672,0.6156,0.5885,0.5741,2.0222,1.2645,0.9044,0.7273,0.6672,0.6156,0.5885,0.5741,2.0222,1.2645,0.9044,0.7273,0.6672,0.6156,0.5885,0.5741
607,3IE7_A,2346,5.7231,3.5501,2.3084,1.798,1.6459,1.5694,1.5039,1.4425,4.471,2.7918,1.8399,1.4945,1.3022,1.2075,1.1199,1.0584,4.471,2.7918,1.8399,1.4945,1.3022,1.2075,1.1199,1.0584,4.471,2.7918,1.8399,1.4945,1.3022,1.2075,1.1199,1.0584
608,3IEK_D,3325,6.8973,4.4423,2.9923,2.4519,2.3568,2.2987,2.2332,2.1707,5.2523,3.3134,2.1904,1.8364,1.6521,1.447,1.3434,1.2511,5.2523,3.3134,2.1904,1.8364,1.6521,1.447,1.3434,1.2511,5.2523,3.3134,2.1904,1.8364,1.6521,1.447,1.3434,1.2511
609,3IMK_A,1204,2.8715,1.7079,1.0238,0.7365,0.6424,0.6269,0.5935,0.5731,2.616,1.6262,1.1263,0.9511,0.834,0.7803,0.7186,0.6938,2.616,1.6262,1.1263,0.9511,0.834,0.7803,0.7186,0.6938,2.616,1.6262,1.1263,0.9511,0.834,0.7803,0.7186,0.6938
610,3IN6_A,1147,3.7231,2.2073,1.3079,0.9995,0.8745,0.8206,0.7807,0.7366,3.1784,2.0213,1.3604,1.1689,1.0504,0.9257,0.8662,0.8134,3.1784,2.0213,1.3604,1.1689,1.0504,0.9257,0.8662,0.8134,3.1784,2.0213,1.3604,1.1689,1.0504,0.9257,0.8662,0.8134
611,3IWP_B,1837,4.6662,2.8579,1.7056,1.3994,1.2129,1.15,1.103,1.0546,3.8316,2.3559,1.5952,1.3756,1.2348,1.0594,0.9949,0.9335,3.8316,2.3559,1.5952,1.3756,1.2348,1.0594,0.9949,0.9335,3.8316,2.3559,1.5952,1.3756,1.2348,1.0594,0.9949,0.9335
612,3JQO_A,1443,7.4319,4.4925,2.6615,2.0904,1.8216,1.6809,1.5796,1.5191,5.826,3.8697,2.8606,2.261,1.9419,1.7453,1.6046,1.5123,5.826,3.8697,2.8606,2.261,1.9419,1.7453,1.6046,1.5123,5.826,3.8697,2.8606,2.261,1.9419,1.7453,1.6046,1.5123
613,3JQP_D,2248,5.4771,3.4774,2.115,1.7412,1.5438,1.5188,1.4678,1.4444,4.4556,2.7616,1.8539,1.5777,1.4158,1.2305,1.1316,1.0605,4.4556,2.7616,1.8539,1.5777,1.4158,1.2305,1.1316,1.0605,4.4556,2.7616,1.8539,1.5777,1.4158,1.2305,1.1316,1.0605
614,3JQW_A,916,2.4508,1.4141,0.8151,0.6402,0.5643,0.5244,0.4985,0.475,2.2412,1.399,0.9696,0.8185,0.7723,0.6631,0.6429,0.6035,2.2412,1.399,0.9696,0.8185,0.7723,0.6631,0.6429,0.6035,2.2412,1.399,0.9696,0.8185,0.7723,0.6631,0.6429,0.6035
615,3JS8_A,4119,8.2177,5.4926,3.8639,3.2804,3.045,2.9313,2.8863,2.822,5.96,3.722,2.4701,2.0296,1.794,1.5965,1.4881,1.3994,5.96,3.722,2.4701,2.0296,1.794,1.5965,1.4881,1.3994,5.96,3.722,2.4701,2.0296,1.794,1.5965,1.4881,1.3994
616,3JVD_A,1918,4.5869,2.8404,1.6881,1.3436,1.1992,1.1565,1.1054,1.0565,3.778,2.3547,1.5239,1.3212,1.1855,1.0369,0.9858,0.9373,3.778,2.3547,1.5239,1.3212,1.1855,1.0369,0.9858,0.9373,3.778,2.3547,1.5239,1.3212,1.1855,1.0369,0.9858,0.9373
617,3JZ3_A,1134,3.0864,1.8488,1.0674,0.8665,0.7624,0.7182,0.6914,0.6699,2.7592,1.7355,1.1823,1.0026,0.8905,0.7911,0.7492,0.7107,2.7592,1.7355,1.1823,1.0026,0.8905,0.7911,0.7492,0.7107,2.7592,1.7355,1.1823,1.0026,0.8905,0.7911,0.7492,0.7107
618,3K0W_A,1457,4.1126,2.4693,1.4582,1.1158,0.9627,0.9096,0.8604,0.8168,3.4752,2.1965,1.4741,1.2397,1.0965,0.9931,0.9292,0.8675,3.4752,2.1965,1.4741,1.2397,1.0965,0.9931,0.9292,0.8675,3.4752,2.1965,1.4741,1.2397,1.0965,0.9931,0.9292,0.8675
619,3K29_A,1368,6.2457,3.6543,2.1376,1.6355,1.3794,1.2889,1.179,1.1237,5.1069,3.1761,1.9593,1.7818,1.6417,1.4907,1.4003,1.332,5.1069,3.1761,1.9593,1.7818,1.6417,1.4907,1.4003,1.332,5.1069,3.1761,1.9593,1.7818,1.6417,1.4907,1.4003,1.332
620,3K3S_D,636,1.8006,1.0126,0.5891,0.4357,0.4011,0.385,0.3611,0.3458,1.7497,1.1134,0.8138,0.6608,0.6052,0.5749,0.5632,0.5442,1.7497,1.1134,0.8138,0.6608,0.6052,0.5749,0.5632,0.5442,1.7497,1.1134,0.8138,0.6608,0.6052,0.5749,0.5632,0.5442
621,3K6Y_A,1616,4.2411,2.5892,1.5664,1.2581,1.1442,1.0784,1.0243,0.988,3.5645,2.2676,1.5142,1.2317,1.1574,1.0209,0.9524,0.8948,3.5645,2.2676,1.5142,1.2317,1.1574,1.0209,0.9524,0.8948,3.5645,2.2676,1.5142,1.2317,1.1574,1.0209,0.9524,0.8948
622,3K8P_C,2458,7.3071,4.5507,2.8886,2.3457,2.1027,1.9874,1.9519,1.9224,5.6537,3.5624,2.4633,2.2232,1.9321,1.6789,1.6375,1.5939,5.6537,3.5624,2.4633,2.2232,1.9321,1.6789,1.6375,1.5939,5.6537,3.5624,2.4633,2.2232,1.9321,1.6789,1.6375,1.5939
623,3KDR_A,2079,7.8778,4.754,2.8455,2.2174,1.9594,1.8024,1.7276,1.7055,6.0493,3.7453,2.3826,2.0907,1.8247,1.6911,1.5806,1.516,6.0493,3.7453,2.3826,2.0907,1.8247,1.6911,1.5806,1.516,6.0493,3.7453,2.3826,2.0907,1.8247,1.6911,1.5806,1.516
624,3KEA_A,2258,6.4229,3.9646,2.4363,1.8707,1.7022,1.6633,1.5662,1.5184,5.1465,3.2305,2.1134,1.7268,1.5714,1.4277,1.297,1.2648,5.1465,3.2305,2.1134,1.7268,1.5714,1.4277,1.297,1.2648,5.1465,3.2305,2.1134,1.7268,1.5714,1.4277,1.297,1.2648
625,3KEB_A,1407,3.4103,2.0498,1.2404,0.929,0.8436,0.7936,0.7517,0.7317,2.9965,1.8771,1.2461,1.0678,0.9429,0.8357,0.7973,0.7706,2.9965,1.8771,1.2461,1.0678,0.9429,0.8357,0.7973,0.7706,2.9965,1.8771,1.2461,1.0678,0.9429,0.8357,0.7973,0.7706
626,3KF6_B,822,2.5169,1.4511,0.8443,0.6419,0.5577,0.5185,0.4871,0.4654,2.3576,1.4338,0.9894,0.822,0.7361,0.7008,0.6449,0.6222,2.3576,1.4338,0.9894,0.822,0.7361,0.7008,0.6449,0.6222,2.3576,1.4338,0.9894,0.822,0.7361,0.7008,0.6449,0.6222
627,3KF8_A,1740,5.2311,3.188,1.8663,1.5133,1.3841,1.2922,1.221,1.1749,4.2441,2.6961,1.8126,1.584,1.3963,1.2267,1.1465,1.0595,4.2441,2.6961,1.8126,1.584,1.3963,1.2267,1.1465,1.0595,4.2441,2.6961,1.8126,1.584,1.3963,1.2267,1.1465,1.0595
628,3KHK_A,3934,9.7115,6.0988,4.2954,3.4319,3.1282,3.0218,2.9524,2.962,7.1044,4.4139,2.9212,2.4697,2.1739,1.9065,1.7316,1.7101,7.1044,4.4139,2.9212,2.4697,2.1739,1.9065,1.7316,1.7101,7.1044,4.4139,2.9212,2.4697,2.1739,1.9065,1.7316,1.7101
629,3KIF_D,740,2.6521,1.5352,0.8446,0.6602,0.5996,0.5589,0.5255,0.5018,2.4547,1.5111,0.9865,0.8728,0.7835,0.7453,0.6996,0.6703,2.4547,1.5111,0.9865,0.8728,0.7835,0.7453,0.6996,0.6703,2.4547,1.5111,0.9865,0.8728,0.7835,0.7453,0.6996,0.6703
630,3KIO_B,980,4.2065,2.5008,1.405,1.1206,0.953,0.9027,0.8352,0.7959,3.5251,2.2252,1.5126,1.2839,1.16,1.0358,0.9638,0.9125,3.5251,2.2252,1.5126,1.2839,1.16,1.0358,0.9638,0.9125,3.5251,2.2252,1.5126,1.2839,1.16,1.0358,0.9638,0.9125
